BOOK,CHAPTER,SECTION,AGENT.EXPONENCE,AGENT.PP,ASPECT,AGENT.NOMINALITY,SUBJECT.ANIMACY,PARTICIPLE,AGENT.STATUS,PERFECTIVE,LEMMA
1,1,0,DAT,NA,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποδείκνυμι
1,1,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἐξεμπολάω
1,7,4,PP,PARA,PERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,PERFECTIVE,ἐπιτρέφω
1,8,4,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐξευρίσκω
1,9,1,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,PERFECTIVE,ὁράω
1,10,2,PP,EK,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ποιέω
1,11,4,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἀπόλλυμι
1,14,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
1,14,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
1,16,2,PP,APO,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,κτίζω
1,18,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,δηλόω
1,19,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐμπίμπρημι
1,26,2,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,πολιορκέω
1,30,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ξενίζω
1,31,2,DAT,NA,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,κομίζω
1,31,2,DAT,NA,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ὀχέω
1,31,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ὁράω
1,32,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἀπορρίπτω
1,35,3,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐξελαύνω
1,35,3,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,στερέω
1,40,1,PP,HYPO,PERFECT,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,νικάω
1,46,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καθαιρέω
1,47,2,PP,PROS,IMPERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,λέγω
1,51,2,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐπικίρνημι
1,61,4,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἐξαρτύω
1,63,2,PP,HYPO,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐντέλλω
1,67,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἡσσάομαι
1,68,6,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,καταστρέφω
1,70,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀφαιρέω
1,72,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ὀνομάζω
1,77,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ποιέω
1,80,6,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πολιορκέω
1,86,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
1,87,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
1,87,1,PP,EK,PERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,PERFECTIVE,δωρέω
1,91,6,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἄρχω
1,94,7,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,δουλόω
1,98,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,προβάλλω
1,98,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,αἰνέω
1,99,1,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ὁράω
1,100,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,κοσμέω
1,103,2,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἄρχω
1,112,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,βουλεύω
1,114,3,PP,EK,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,προστάσσω
1,114,5,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,περιυβρίζω
1,118,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,παλιλλογέω
1,122,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τρέφω
1,123,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,κατεργάζομαι
1,124,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποδείκνυμι
1,127,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἄρχω
1,129,3,PP,DIA,PERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,PERFECTIVE,πράσσω
1,130,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
1,138,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,νομίζω
1,138,2,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,λαμβάνω
1,140,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἕλκω
1,140,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἕλκω
1,141,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καταστρέφω
1,145,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἡσσάομαι
1,148,1,PP,HYPO,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐξαιρέω
1,149,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,παραλύω
1,159,2,PP,APO,PERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,PERFECTIVE,δηλόω
1,160,3,PP,EK,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πράσσω
1,160,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐκδίδωμι
1,162,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποδείκνυμι
1,165,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἐξεργάζομαι
1,168,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξελαύνω
1,169,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
1,172,2,DAT,NA,PERFECTIVE,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,PERFECTIVE,ἱδρύω
1,173,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
1,173,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξελαύνω
1,174,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,δουλόω
1,183,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
1,185,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,αἱρέω
1,185,5,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ὀρύσσω
1,191,5,PP,EK,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ποιέω
1,191,6,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
1,192,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,διαιρέω
1,201,1,DAT,NA,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κατεργάζομαι
1,202,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἐξευρίσκω
1,202,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἐξευρίσκω
1,210,2,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἄρχω
1,214,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἐκτοξεύω
1,214,5,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
1,216,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,νομίζω
2,9,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,δηλόω
2,15,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,καλέω
2,17,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,οἰκέω
2,31,1,DAT,NA,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,εὑρίσκω
2,32,5,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,ἀποπέμπω
2,33,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,δηλόω
2,34,1,PP,PROS,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,γιγνώσκω
2,36,2,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,ἀποκρίνω
2,42,3,DAT,NA,PERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,τίθημι
2,42,3,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NA,ὁράω
2,43,2,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ἀποδείκνυμι
2,44,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ἱδρύω
2,44,4,PP,HYPO,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,ἱδρύω
2,47,2,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,λέγω
2,48,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ἐξευρίσκω
2,50,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,λέγω
2,50,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,ὀνομάζω
2,54,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,ἐξάγω
2,56,3,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,πιπράσκω
2,56,3,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NA,πιπράσκω
2,57,1,PP,PROS,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,καλέω
2,61,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,λέγω
2,68,4,PP,PROS,IMPERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NA,ὠφελέω
2,75,4,PP,PROS,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,τιμάω
2,77,5,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ἀποδείκνυμι
2,79,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,τιμάω
2,82,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,ἐξευρίσκω
2,82,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ἀνευρίσκω
2,84,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,δατέομαι
2,86,2,DAT,NA,PERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,σκευάζω
2,90,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,ἁρπάζω
2,92,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ἐξευρίσκω
2,95,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,μηχανάομαι
2,96,1,DAT,NA,IMPERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ποιέω
2,99,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,ἔχω
2,99,4,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,ἀπέργω
2,105,1,PP,HYPO,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,καλέω
2,110,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,ποιέω
2,118,4,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NA,καταγελάω
2,121D,6,DAT,NA,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,προστάσσω
2,121E,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NA,ἐργάζομαι
2,121E,3,PP,EK,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,προστάσσω
2,122,1,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NA,ἡσσάομαι
2,122,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,ἄγω
